documento;tipo_documento;numero_documento;data_documento;pagina;codigo_inep;nome_escola_original;nome_escola_normalizado;municipio_original;evento;status_evento;ano_referencia;observacao;fonte
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;1;41373456.0;OSCAR J D P E SILVA, C E-EF M 4;OSCAR J D P E SILVA, C E-EF M 4;Pinhais;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41373456 AREA METROP.NORTE PINHAIS OSCAR J D P E SILVA, C E-EF M 4
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41360567.0;WALDE ROSI GALVAO, C E-EF M;WALDE ROSI GALVAO, C E-EF M;Pinhais;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41360567 AREA METROP.NORTE PINHAIS WALDE ROSI GALVAO, C E-EF M
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41150902.0;PLANTA DEODORO, C E-EF M;PLANTA DEODORO, C E-EF M;Piraquara;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41150902 AREA METROP.NORTE PIRAQUARA PLANTA DEODORO, C E-EF M
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41158806.0;ROCHA POMBO, C E-EF M;ROCHA POMBO, C E-EF M;Araucária;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41158806 AREA METROP.SUL ARAUCARIA ROCHA POMBO, C E-EF M
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41124014.0;JUVENTUDE DE SANTO ANTONIO, C E- EF M;JUVENTUDE DE SANTO ANTONIO, C E- EF M;Balsa Nova;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41124014 AREA METROP.SUL BALSA NOVA JUVENTUDE DE SANTO ANTONIO, C E- EF M
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41125053.0;DJALMA MARINHO, C E-EF M PROFIS;DJALMA MARINHO, C E-EF M PROFIS;Campo Largo;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41125053 AREA METROP.SUL CAMPO LARGO DJALMA MARINHO, C E-EF M PROFIS
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41125193.0;JOAO XXIII, C E-E F M;JOAO XXIII, C E-E F M;Campo Largo;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41125193 AREA METROP.SUL CAMPO LARGO JOAO XXIII, C E-E F M
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41125304.0;MACEDO SOARES, C E-EF M PROFIS;MACEDO SOARES, C E-EF M PROFIS;Campo Largo;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41125304 AREA METROP.SUL CAMPO LARGO MACEDO SOARES, C E-EF M PROFIS
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41126670.0;MIGUEL FRANCO FILHO, C E-EF M PROFIS;MIGUEL FRANCO FILHO, C E-EF M PROFIS;Contenda;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41126670 AREA METROP.SUL CONTENDA MIGUEL FRANCO FILHO, C E-EF M PROFIS
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41134516.0;DECIO DOSSI, C E DR-EF M;DECIO DOSSI, C E DR-EF M;Fazenda Rio Grande;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41134516 AREA METROP.SUL FAZ RIO GRANDE DECIO DOSSI, C E DR-EF M
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41137361.0;ARNALDO JANSEN, C E PE-EF M PROF;ARNALDO JANSEN, C E PE-EF M PROF;Pinhais;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41137361 AREA METROP.SUL S JOSE PINHAIS ARNALDO JANSEN, C E PE-EF M PROF
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41137809.0;GODOFREDO MACHADO, E E-EF;GODOFREDO MACHADO, E E-EF;Pinhais;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41137809 AREA METROP.SUL S JOSE PINHAIS GODOFREDO MACHADO, E E-EF
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41137698.0;MARIA VIDAL NOVAES, E E-EF;MARIA VIDAL NOVAES, E E-EF;Pinhais;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41137698 AREA METROP.SUL S JOSE PINHAIS MARIA VIDAL NOVAES, E E-EF
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41138422.0;SILVEIRA DA MOTTA, C E-EF M PROFIS;SILVEIRA DA MOTTA, C E-EF M PROFIS;Pinhais;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41138422 AREA METROP.SUL S JOSE PINHAIS SILVEIRA DA MOTTA, C E-EF M PROFIS
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41070585.0;CAP L MARQUES CARLOS A CAMARGO, C E-EF M PROFIS;CAP L MARQUES CARLOS A CAMARGO, C E-EF M PROFIS;Cascavel;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41070585 CASCAVEL CAP L MARQUES CARLOS A CAMARGO, C E-EF M PROFIS
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41071409.0;CASCAVEL HUMBERTO A C BRANCO, C E MAL-EF M PROF;CASCAVEL HUMBERTO A C BRANCO, C E MAL-EF M PROF;Cascavel;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41071409 CASCAVEL CASCAVEL HUMBERTO A C BRANCO, C E MAL-EF M PROF
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41071590.0;CASCAVEL JOSE A B ORSO, C E-EF M;CASCAVEL JOSE A B ORSO, C E-EF M;Cascavel;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41071590 CASCAVEL CASCAVEL JOSE A B ORSO, C E-EF M
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41071832.0;CASCAVEL MARILIS F PIROTELLI, C E-EF M;CASCAVEL MARILIS F PIROTELLI, C E-EF M;Cascavel;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41071832 CASCAVEL CASCAVEL MARILIS F PIROTELLI, C E-EF M
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41071018.0;CASCAVEL XIV DE NOVEMBRO, C E -EF M;CASCAVEL XIV DE NOVEMBRO, C E -EF M;Cascavel;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41071018 CASCAVEL CASCAVEL XIV DE NOVEMBRO, C E -EF M
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41072626.0;CORBELIA AMANCIO MORO, C E-EF M N PROFIS;CORBELIA AMANCIO MORO, C E-EF M N PROFIS;Cascavel;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41072626 CASCAVEL CORBELIA AMANCIO MORO, C E-EF M N PROFIS
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41043375.0;BANDEIRANTES NOBREGA DA CUNHA, C E-EF M;BANDEIRANTES NOBREGA DA CUNHA, C E-EF M;Cornélio Procópio;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41043375 CORNELIO PROCOPIO BANDEIRANTES NOBREGA DA CUNHA, C E-EF M
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41046218.0;SERTANEJA ANTONIO BITONTI, E E PROF-EF;SERTANEJA ANTONIO BITONTI, E E PROF-EF;Cornélio Procópio;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41046218 CORNELIO PROCOPIO SERTANEJA ANTONIO BITONTI, E E PROF-EF
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41127048.0;CURITIBA ALFREDO PARODI, C E-EF M PROFIS;CURITIBA ALFREDO PARODI, C E-EF M PROFIS;Curitiba;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41127048 CURITIBA CURITIBA ALFREDO PARODI, C E-EF M PROFIS
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41128664.0;CURITIBA CRUZEIRO DO SUL, C E-EF M PROFIS;CURITIBA CRUZEIRO DO SUL, C E-EF M PROFIS;Curitiba;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41128664 CURITIBA CURITIBA CRUZEIRO DO SUL, C E-EF M PROFIS
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41129539.0;CURITIBA GELVIRA CORREA PACHECO, C E-EF M;CURITIBA GELVIRA CORREA PACHECO, C E-EF M;Curitiba;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41129539 CURITIBA CURITIBA GELVIRA CORREA PACHECO, C E-EF M
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41531876.0;CURITIBA GUIDO ARZUA, C E PROF-EF M PROFIS;CURITIBA GUIDO ARZUA, C E PROF-EF M PROFIS;Curitiba;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41531876 CURITIBA CURITIBA GUIDO ARZUA, C E PROF-EF M PROFIS
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41129920.0;CURITIBA ISABEL L S SOUZA, C E PROFA-EF M PROFIS;CURITIBA ISABEL L S SOUZA, C E PROFA-EF M PROFIS;Curitiba;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41129920 CURITIBA CURITIBA ISABEL L S SOUZA, C E PROFA-EF M PROFIS
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41129970.0;CURITIBA IVO LEAO, C E-EF M;CURITIBA IVO LEAO, C E-EF M;Curitiba;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41129970 CURITIBA CURITIBA IVO LEAO, C E-EF M
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41130065.0;CURITIBA JAYME CANET, C E-EF M PROFIS;CURITIBA JAYME CANET, C E-EF M PROFIS;Curitiba;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41130065 CURITIBA CURITIBA JAYME CANET, C E-EF M PROFIS
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41130146.0;CURITIBA JOAO LOYOLA, C E PROF-EF M;CURITIBA JOAO LOYOLA, C E PROF-EF M;Curitiba;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41130146 CURITIBA CURITIBA JOAO LOYOLA, C E PROF-EF M
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41130170.0;CURITIBA JOAO PAULO I, C E PAPA-EF M PROFIS;CURITIBA JOAO PAULO I, C E PAPA-EF M PROFIS;Curitiba;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41130170 CURITIBA CURITIBA JOAO PAULO I, C E PAPA-EF M PROFIS
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41130189.0;CURITIBA JOAO PAULO II, C E-EF M;CURITIBA JOAO PAULO II, C E-EF M;Curitiba;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41130189 CURITIBA CURITIBA JOAO PAULO II, C E-EF M
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41130200.0;CURITIBA JOAO WISLINSKI, C E PE-EF M N;CURITIBA JOAO WISLINSKI, C E PE-EF M N;Curitiba;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41130200 CURITIBA CURITIBA JOAO WISLINSKI, C E PE-EF M N
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41130359.0;CURITIBA JULIO MESQUITA, C E PROF-EF M PROFIS;CURITIBA JULIO MESQUITA, C E PROF-EF M PROFIS;Curitiba;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41130359 CURITIBA CURITIBA JULIO MESQUITA, C E PROF-EF M PROFIS
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41130421.0;CURITIBA LAMENHA LINS, C E PRES-EF M PROFIS;CURITIBA LAMENHA LINS, C E PRES-EF M PROFIS;Curitiba;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41130421 CURITIBA CURITIBA LAMENHA LINS, C E PRES-EF M PROFIS
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41130685.0;CURITIBA LUIZA ROSS, C E PROFA-EF M PROFIS;CURITIBA LUIZA ROSS, C E PROFA-EF M PROFIS;Curitiba;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41130685 CURITIBA CURITIBA LUIZA ROSS, C E PROFA-EF M PROFIS
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41130723.0;CURITIBA LYSIMACO F COSTA, C E PROF-EF M;CURITIBA LYSIMACO F COSTA, C E PROF-EF M;Curitiba;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41130723 CURITIBA CURITIBA LYSIMACO F COSTA, C E PROF-EF M
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;2;41130936.0;CURITIBA MARIA MONTESSORI, C E-EF M 5;CURITIBA MARIA MONTESSORI, C E-EF M 5;Curitiba;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41130936 CURITIBA CURITIBA MARIA MONTESSORI, C E-EF M 5
edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;Edital de Convocação para Consulta Pública;Edital n.º 101/2023 – GS/SEED;2023-11-10;3;41131223.0;CURITIBA MILTON CARNEIRO, C E-EF M PROFIS;CURITIBA MILTON CARNEIRO, C E-EF M PROFIS;Curitiba;consulta_publica;consultada;2024.0;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.;41131223 CURITIBA CURITIBA MILTON CARNEIRO, C E-EF M PROFIS
