codigo_inep;nome_escola;municipio;ano;civico_militar;status_historico;ano_inicio_ccm;ano_fim_ccm;evidencia_inicio;evidencia_status;nivel_confianca;observacao
41004051;SANTO INACIO DE LOYOLA C E CMEF M;Terra Rica;2025;SIM;CCM_ATIVO_CONTINUIDADE;2024;NAO_CONSTA;edital1212023_gsseed_prot213100866_ccm.pdf, p. 1 (Vigência expressa fixada a partir de 01/01/2024);"Gestão cívico-militar em continuidade regular; sem publicação de ato de revogação, exclusão ou encerramento.";CONFIRMADO;Homologação de adesão com início em 01/01/2024 publicada no Edital nº 121/2023 - GS/SEED (DIOE 11566 em 20/12/2023).
41004051;SANTO INACIO DE LOYOLA C E CMEF M;Terra Rica;2026;SIM;CCM_ATIVO_CONTINUIDADE;2024;NAO_CONSTA;edital1212023_gsseed_prot213100866_ccm.pdf, p. 1 (Vigência expressa fixada a partir de 01/01/2024);"Gestão cívico-militar em continuidade regular; sem publicação de ato de revogação, exclusão ou encerramento.";CONFIRMADO;Homologação de adesão com início em 01/01/2024 publicada no Edital nº 121/2023 - GS/SEED (DIOE 11566 em 20/12/2023).
41004957;ANCHIETA C E CMEF M N;Cruzeiro do Oeste;2020;INDETERMINADO;INDETERMINADO_SEM_DOCUMENTO_NO_PERIODO;2024;NAO_CONSTA;edital1142023_gsseed_ccm.pdf, p. 3 (Vigência expressa fixada a partir de 01/01/2024);Sem menção em editais nos autos para o ano de 2020. Conservadoramente mantido como INDETERMINADO conforme diretriz metodológica.;CONFIRMADO;
41004957;ANCHIETA C E CMEF M N;Cruzeiro do Oeste;2021;INDETERMINADO;INDETERMINADO_SEM_DOCUMENTO_NO_PERIODO;2024;NAO_CONSTA;edital1142023_gsseed_ccm.pdf, p. 3 (Vigência expressa fixada a partir de 01/01/2024);Sem menção em editais nos autos para o ano de 2021. Conservadoramente mantido como INDETERMINADO conforme diretriz metodológica.;CONFIRMADO;
41004957;ANCHIETA C E CMEF M N;Cruzeiro do Oeste;2022;INDETERMINADO;INDETERMINADO_SEM_DOCUMENTO_NO_PERIODO;2024;NAO_CONSTA;edital1142023_gsseed_ccm.pdf, p. 3 (Vigência expressa fixada a partir de 01/01/2024);Sem menção em editais nos autos para o ano de 2022. Conservadoramente mantido como INDETERMINADO conforme diretriz metodológica.;CONFIRMADO;
41004957;ANCHIETA C E CMEF M N;Cruzeiro do Oeste;2023;NAO;NAO_CCM_EM_CONSULTA_PREPARATORIA;2024;NAO_CONSTA;edital1142023_gsseed_ccm.pdf, p. 3 (Vigência expressa fixada a partir de 01/01/2024);"Escola operando na rede regular estadual; participou de consulta pública de adesão em 2023 cuja vigência foi fixada apenas a partir de 01/01/2024.";CONFIRMADO;
41004957;ANCHIETA C E CMEF M N;Cruzeiro do Oeste;2024;SIM;CCM_ATIVO_IMPLEMENTADO;2024;NAO_CONSTA;edital1142023_gsseed_ccm.pdf, p. 3 (Vigência expressa fixada a partir de 01/01/2024);Início formal da gestão cívico-militar em 01/01/2024 conforme edital1142023_gsseed_ccm.pdf, p. 3 (Vigência expressa fixada a partir de 01/01/2024).;CONFIRMADO;
41004957;ANCHIETA C E CMEF M N;Cruzeiro do Oeste;2025;SIM;CCM_ATIVO_CONTINUIDADE;2024;NAO_CONSTA;edital1142023_gsseed_ccm.pdf, p. 3 (Vigência expressa fixada a partir de 01/01/2024);"Gestão cívico-militar em continuidade regular; sem publicação de ato de revogação, exclusão ou encerramento.";CONFIRMADO;
41004957;ANCHIETA C E CMEF M N;Cruzeiro do Oeste;2026;SIM;CCM_ATIVO_CONTINUIDADE;2024;NAO_CONSTA;edital1142023_gsseed_ccm.pdf, p. 3 (Vigência expressa fixada a partir de 01/01/2024);"Gestão cívico-militar em continuidade regular; sem publicação de ato de revogação, exclusão ou encerramento.";CONFIRMADO;
41007131;NESTOR VICTOR C EEF M N PROFIS;Pérola;2020;INDETERMINADO;INDETERMINADO_SEM_DOCUMENTO_NO_PERIODO;2026;NAO_CONSTA;edital1362025_gsseed_prot249175889_ccm_consulta_publica_resultado.pdf, p. 2 (Vigência expressa fixada a partir de 01/01/2026);Sem menção em editais nos autos para o ano de 2020. Conservadoramente mantido como INDETERMINADO conforme diretriz metodológica.;CONFIRMADO;
41007131;NESTOR VICTOR C EEF M N PROFIS;Pérola;2021;INDETERMINADO;INDETERMINADO_SEM_DOCUMENTO_NO_PERIODO;2026;NAO_CONSTA;edital1362025_gsseed_prot249175889_ccm_consulta_publica_resultado.pdf, p. 2 (Vigência expressa fixada a partir de 01/01/2026);Sem menção em editais nos autos para o ano de 2021. Conservadoramente mantido como INDETERMINADO conforme diretriz metodológica.;CONFIRMADO;
41007131;NESTOR VICTOR C EEF M N PROFIS;Pérola;2022;INDETERMINADO;INDETERMINADO_SEM_DOCUMENTO_NO_PERIODO;2026;NAO_CONSTA;edital1362025_gsseed_prot249175889_ccm_consulta_publica_resultado.pdf, p. 2 (Vigência expressa fixada a partir de 01/01/2026);Sem menção em editais nos autos para o ano de 2022. Conservadoramente mantido como INDETERMINADO conforme diretriz metodológica.;CONFIRMADO;
41007131;NESTOR VICTOR C EEF M N PROFIS;Pérola;2023;INDETERMINADO;INDETERMINADO_SEM_DOCUMENTO_NO_PERIODO;2026;NAO_CONSTA;edital1362025_gsseed_prot249175889_ccm_consulta_publica_resultado.pdf, p. 2 (Vigência expressa fixada a partir de 01/01/2026);Sem menção em editais nos autos para o ano de 2023. Conservadoramente mantido como INDETERMINADO conforme diretriz metodológica.;CONFIRMADO;
41007131;NESTOR VICTOR C EEF M N PROFIS;Pérola;2024;INDETERMINADO;INDETERMINADO_SEM_DOCUMENTO_NO_PERIODO;2026;NAO_CONSTA;edital1362025_gsseed_prot249175889_ccm_consulta_publica_resultado.pdf, p. 2 (Vigência expressa fixada a partir de 01/01/2026);Sem menção em editais nos autos para o ano de 2024. Conservadoramente mantido como INDETERMINADO conforme diretriz metodológica.;CONFIRMADO;
41007131;NESTOR VICTOR C EEF M N PROFIS;Pérola;2025;NAO;NAO_CCM_EM_CONSULTA_PREPARATORIA;2026;NAO_CONSTA;edital1362025_gsseed_prot249175889_ccm_consulta_publica_resultado.pdf, p. 2 (Vigência expressa fixada a partir de 01/01/2026);"Escola operando na rede regular estadual; participou de consulta pública de adesão em 2025 cuja vigência foi fixada apenas a partir de 01/01/2026.";CONFIRMADO;
41007131;NESTOR VICTOR C EEF M N PROFIS;Pérola;2026;SIM;CCM_ATIVO_IMPLEMENTADO;2026;NAO_CONSTA;edital1362025_gsseed_prot249175889_ccm_consulta_publica_resultado.pdf, p. 2 (Vigência expressa fixada a partir de 01/01/2026);Início formal da gestão cívico-militar em 01/01/2026 conforme edital1362025_gsseed_prot249175889_ccm_consulta_publica_resultado.pdf, p. 2 (Vigência expressa fixada a partir de 01/01/2026).;CONFIRMADO;
41007280;CASTELO BRANCO E E CM PRESEF;Tapira;2020;INDETERMINADO;INDETERMINADO_SEM_DOCUMENTO_NO_PERIODO;2024;NAO_CONSTA;edital1142023_gsseed_ccm.pdf, p. 3 (Vigência expressa fixada a partir de 01/01/2024);Sem menção em editais nos autos para o ano de 2020. Conservadoramente mantido como INDETERMINADO conforme diretriz metodológica.;CONFIRMADO;
41007280;CASTELO BRANCO E E CM PRESEF;Tapira;2021;INDETERMINADO;INDETERMINADO_SEM_DOCUMENTO_NO_PERIODO;2024;NAO_CONSTA;edital1142023_gsseed_ccm.pdf, p. 3 (Vigência expressa fixada a partir de 01/01/2024);Sem menção em editais nos autos para o ano de 2021. Conservadoramente mantido como INDETERMINADO conforme diretriz metodológica.;CONFIRMADO;
41007280;CASTELO BRANCO E E CM PRESEF;Tapira;2022;INDETERMINADO;INDETERMINADO_SEM_DOCUMENTO_NO_PERIODO;2024;NAO_CONSTA;edital1142023_gsseed_ccm.pdf, p. 3 (Vigência expressa fixada a partir de 01/01/2024);Sem menção em editais nos autos para o ano de 2022. Conservadoramente mantido como INDETERMINADO conforme diretriz metodológica.;CONFIRMADO;
41007280;CASTELO BRANCO E E CM PRESEF;Tapira;2023;NAO;NAO_CCM_EM_CONSULTA_PREPARATORIA;2024;NAO_CONSTA;edital1142023_gsseed_ccm.pdf, p. 3 (Vigência expressa fixada a partir de 01/01/2024);"Escola operando na rede regular estadual; participou de consulta pública de adesão em 2023 cuja vigência foi fixada apenas a partir de 01/01/2024.";CONFIRMADO;
41007280;CASTELO BRANCO E E CM PRESEF;Tapira;2024;SIM;CCM_ATIVO_IMPLEMENTADO;2024;NAO_CONSTA;edital1142023_gsseed_ccm.pdf, p. 3 (Vigência expressa fixada a partir de 01/01/2024);Início formal da gestão cívico-militar em 01/01/2024 conforme edital1142023_gsseed_ccm.pdf, p. 3 (Vigência expressa fixada a partir de 01/01/2024).;CONFIRMADO;
41007280;CASTELO BRANCO E E CM PRESEF;Tapira;2025;SIM;CCM_ATIVO_CONTINUIDADE;2024;NAO_CONSTA;edital1142023_gsseed_ccm.pdf, p. 3 (Vigência expressa fixada a partir de 01/01/2024);"Gestão cívico-militar em continuidade regular; sem publicação de ato de revogação, exclusão ou encerramento.";CONFIRMADO;
41007280;CASTELO BRANCO E E CM PRESEF;Tapira;2026;SIM;CCM_ATIVO_CONTINUIDADE;2024;NAO_CONSTA;edital1142023_gsseed_ccm.pdf, p. 3 (Vigência expressa fixada a partir de 01/01/2024);"Gestão cívico-militar em continuidade regular; sem publicação de ato de revogação, exclusão ou encerramento.";CONFIRMADO;
41008111;NEIVA PAVAN M GARCIA C E PROFA EF M;Umuarama;2020;INDETERMINADO;INDETERMINADO_SEM_DOCUMENTO_NO_PERIODO;INDETERMINADO;NAO_CONSTA;NENHUMA_APROVACAO_DOCUMENTADA;Sem documentos nos autos para o ano de 2020.;CONFIRMADO;
41008111;NEIVA PAVAN M GARCIA C E PROFA EF M;Umuarama;2021;INDETERMINADO;INDETERMINADO_SEM_DOCUMENTO_NO_PERIODO;INDETERMINADO;NAO_CONSTA;NENHUMA_APROVACAO_DOCUMENTADA;Sem documentos nos autos para o ano de 2021.;CONFIRMADO;
41008111;NEIVA PAVAN M GARCIA C E PROFA EF M;Umuarama;2022;INDETERMINADO;INDETERMINADO_SEM_DOCUMENTO_NO_PERIODO;INDETERMINADO;NAO_CONSTA;NENHUMA_APROVACAO_DOCUMENTADA;Sem documentos nos autos para o ano de 2022.;CONFIRMADO;
41008111;NEIVA PAVAN M GARCIA C E PROFA EF M;Umuarama;2023;INDETERMINADO;INDETERMINADO_SEM_DOCUMENTO_NO_PERIODO;INDETERMINADO;NAO_CONSTA;NENHUMA_APROVACAO_DOCUMENTADA;Sem documentos nos autos para o ano de 2023.;CONFIRMADO;
41008111;NEIVA PAVAN M GARCIA C E PROFA EF M;Umuarama;2024;INDETERMINADO;INDETERMINADO_CONSULTA_SEM_HOMOLOGACAO;INDETERMINADO;NAO_CONSTA;NENHUMA_APROVACAO_DOCUMENTADA;"Consulta pública realizada não foi homologada nos editais oficiais analisados; comunidade escolar rejeitou o modelo ou quórum não foi atingido.";CONFIRMADO;
41008111;NEIVA PAVAN M GARCIA C E PROFA EF M;Umuarama;2025;NAO;NAO_CCM_EM_CONSULTA;INDETERMINADO;NAO_CONSTA;NENHUMA_APROVACAO_DOCUMENTADA;Escola convocada para consulta pública no ano de 2025, porém sem homologação de resultado favorável nos editais oficiais analisados (comunidade votou pela manutenção do modelo tradicional).;CONFIRMADO;
41008111;NEIVA PAVAN M GARCIA C E PROFA EF M;Umuarama;2026;INDETERMINADO;INDETERMINADO_CONSULTA_SEM_HOMOLOGACAO;INDETERMINADO;NAO_CONSTA;NENHUMA_APROVACAO_DOCUMENTADA;"Consulta pública realizada não foi homologada nos editais oficiais analisados; comunidade escolar rejeitou o modelo ou quórum não foi atingido.";CONFIRMADO;
41010132;RUI BARBOSA C EEF EM PROFIS;Japurá;2020;INDETERMINADO;INDETERMINADO_SEM_DOCUMENTO_NO_PERIODO;2026;NAO_CONSTA;edital1362025_gsseed_prot249175889_ccm_consulta_publica_resultado.pdf, p. 2 (Vigência expressa fixada a partir de 01/01/2026);Sem menção em editais nos autos para o ano de 2020. Conservadoramente mantido como INDETERMINADO conforme diretriz metodológica.;CONFIRMADO;
41010132;RUI BARBOSA C EEF EM PROFIS;Japurá;2021;INDETERMINADO;INDETERMINADO_SEM_DOCUMENTO_NO_PERIODO;2026;NAO_CONSTA;edital1362025_gsseed_prot249175889_ccm_consulta_publica_resultado.pdf, p. 2 (Vigência expressa fixada a partir de 01/01/2026);Sem menção em editais nos autos para o ano de 2021. Conservadoramente mantido como INDETERMINADO conforme diretriz metodológica.;CONFIRMADO;
41010132;RUI BARBOSA C EEF EM PROFIS;Japurá;2022;INDETERMINADO;INDETERMINADO_SEM_DOCUMENTO_NO_PERIODO;2026;NAO_CONSTA;edital1362025_gsseed_prot249175889_ccm_consulta_publica_resultado.pdf, p. 2 (Vigência expressa fixada a partir de 01/01/2026);Sem menção em editais nos autos para o ano de 2022. Conservadoramente mantido como INDETERMINADO conforme diretriz metodológica.;CONFIRMADO;
